,galaxy_id,obs_id,delta,mjd,flujo,flujo err,mag,mag_err,img_id,psf obs,seeing convolucion,AGN_frac,residuo,residual rms,flujo pre,flujo err pre,mag pre,mag_err pre
0,1,1,0.1,57070.12849006801,37411.210527343756,105.49111286252032,18.49731325127952,0.003077098579708162,410905,1.0152919621046252,4.8941516928303646,0.21933144411451105,"[[  7.290326     2.3281991    4.490962   ...   2.8835196    0.21240234
   11.493528  ]
 [ 10.735109    -9.567702    -1.2318455  ...   4.1878595   -0.27314234
   -0.11838436]
 [  0.50642943  -3.7394853   -9.5830345  ...   7.059965    -1.0532253
   -8.280966  ]
 ...
 [  6.293373     5.057615     7.805105   ...   8.443654     4.015877
  -12.560741  ]
 [ -1.5357333   -0.01420503   8.122099   ...   0.22625202  -0.9913457
   -3.438836  ]
 [ -4.5222516    5.8648124    4.9141936  ...  -5.347001     4.1627765
   -0.44923425]]",355.0013,136815.22427978518,191.87444703634955,17.089481587087498,0.001553740863686758
1,1,2,0.1,57070.21393502304,137889.41189941415,192.40238523535584,17.08891831747268,0.0015532729795975657,410961,1.0383677507719156,3.639911426579684,0.2367608810552178,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,137889.41189941415,192.40238523535584,17.08891831747268,0.0015532729795975657
2,1,3,0.1,57070.28257967249,41012.475609130866,109.43323674377368,18.379873807031238,0.0029151624832476773,411011,1.0186706055065107,4.734697116174936,0.20474704286398138,"[[-5.126065   -3.0982218   0.02066506 ... -0.8623652   8.833229
  -8.355532  ]
 [ 0.4862971   3.349319    5.3695636  ...  2.3416479  -1.467537
  -3.1826437 ]
 [ 2.7731798   2.6940553   3.3194346  ...  8.724341   -2.8186412
   1.6817046 ]
 ...
 [-8.822775    6.9744244  -6.9149714  ...  6.01626    12.901828
  -0.17952383]
 [ 0.17731726 -3.0700002   4.15594    ...  2.7394574  -3.4353359
  -2.3042376 ]
 [ 0.67399275  8.916822    0.25846577 ...  0.4499469   0.7563587
   0.09668508]]",332.12845,133789.2784741211,189.60759246349568,17.09611049082817,0.00157253361889083
3,1,4,0.1,57071.05728660731,50157.947890625,120.12191975104722,18.071266142200685,0.0026211282865218444,411245,1.0246524242937844,4.850976930106663,0.2205367444602083,"[[ 0.33412766 12.857027    2.356595   ...  1.1522564   8.156557
   2.2536082 ]
 [ 9.297587    0.7891967   4.39531    ... -7.844556   11.366847
  -3.6582909 ]
 [ 5.9070415  -2.2287292   5.3500843  ... 10.062402    2.3570025
  -1.2062783 ]
 ...
 [ 4.8052692  -5.7615285   4.0902257  ...  5.828566    1.1318164
   6.807299  ]
 [ 1.2041012   5.4332066  -4.2727675  ...  5.2987914  -5.410744
  -9.982812  ]
 [-1.3207202  -1.3014036   5.33932    ... -6.18128    -1.9081855
   0.14564836]]",313.05844,135886.62489990235,191.25683186768023,16.98917376216355,0.0015634891781780736
4,1,5,0.1,57071.12506984007,54424.8228881836,124.31182635202936,18.070429399285924,0.002506026710252145,411295,0.9012928072747344,4.322205071658693,0.2130532641516302,"[[-4.1324577  -6.0440207  11.891669   ... -6.9289923   5.655083
   0.42696136]
 [ 0.7381153  -1.2767234   1.4913707  ... -3.399466    3.3387165
   6.0128736 ]
 [13.013193   -2.4248884   2.484045   ...  8.659991    1.1654879
  -6.8314013 ]
 ...
 [-3.8309803   4.5298476  -1.8667547  ... -1.9294969   3.1179817
  -0.22404695]
 [-9.327714   -1.0203906   2.85747    ... -0.98815715 -1.0599664
  -4.0056252 ]
 [ 0.9725449  -1.8090671   6.6493154  ...  6.053646    0.18899852
   0.06451313]]",331.31354,141417.305222168,194.75709442031206,17.03366556710279,0.0015381460625506242
5,1,6,0.1,57071.19277698471,85849.01477783202,153.4032040786395,17.604536762832375,0.001970714616552246,411345,0.7748601175405739,4.14711014196931,0.2272657840255379,"[[ -3.7326112    0.6742011    3.6825447  ... -15.719577    -0.75191754
    7.3222837 ]
 [  0.9921793   -2.0775666    5.5332766  ...  -1.2012994    1.3787497
   -1.2763927 ]
 [ -3.2817576  -11.506144     4.308039   ...   0.02502811   3.7897131
   -6.4725475 ]
 ...
 [ -0.9092442    6.971814     9.504062   ...   1.0328047   -5.690323
   11.368532  ]
 [ -4.1106367    1.7120501    6.0221534  ...  -1.4149296   -9.677853
    7.25009   ]
 [  2.6954293    6.2550445   -4.9421167  ...  -7.659509     8.3976145
   -7.4437866 ]]",291.56946,149243.2880053711,199.79651865751123,17.004138030266283,0.001494130318176496
6,1,7,0.1,57071.26271199265,76142.88169189455,145.22021823797445,17.71168979547346,0.002099433329676609,411396,0.8352701635407411,4.299812815300344,0.22485296892012152,"[[-3.8112025   4.8950257   7.6246176  ... -0.6311712   3.027557
  -1.7295804 ]
 [ 0.6079021   7.043753    7.0746794  ... 12.145369   -5.7441854
  10.426159  ]
 [-6.389771   -2.2075734  -3.5705304  ...  0.82810855  3.4440446
  -8.242011  ]
 ...
 [ 1.954138   -2.1407661   1.7507045  ...  1.8693042  10.6364975
  -8.475213  ]
 [ 7.0289717   4.0739107  -1.8639045  ...  3.2103019  -2.960192
   6.61133   ]
 [ 2.5510397  -7.592369    8.599122   ...  5.996596   -4.9749885
   5.7049627 ]]",294.50388,146580.6606347656,198.25265471471673,17.000571381268657,0.0015086897046529065
7,1,8,0.1,57071.33166989243,50710.84637695312,120.63223928711845,18.06838772580288,0.002605388186682745,411446,1.0110760632741234,4.763272428340258,0.20711693624911132,"[[  2.2348948    1.79676      6.9359207  ...  -2.9245508   -6.0076976
   -0.12453789]
 [ -0.26134482   4.1769247   -9.476326   ...  -2.3392637    0.903664
   -0.49673837]
 [ -3.6482348    3.0585887   -0.782984   ...  -1.105345     9.65716
   -2.0563    ]
 ...
 [  5.92051      4.0072365    2.749093   ...   3.2956378    4.7261763
   11.380174  ]
 [ -1.783555    -5.182318    -9.73407    ...  -7.867325    -2.1636744
  -15.496924  ]
 [  5.529036   -14.106419    12.928619   ...  -7.3140836   -6.3409915
    7.1751356 ]]",303.9979,133747.14869873048,189.74427765533835,17.01542854292815,0.0015779325137371886
8,25,1,0.1,57070.12849006801,23947.78695556641,87.4387189354582,18.981654189086715,0.003976301485208395,410905,1.0152919621046252,4.932014919203964,0.12673279637171436,"[[  3.0243528    3.6692867    0.03321332 ...  -0.74337184  -0.12807074
   -4.6996713 ]
 [ -9.202932     5.4493136   -2.0352864  ... -11.425246     3.3028762
   -3.9928946 ]
 [  3.2840493   -7.869826    -3.0121906  ...   4.174932     6.768697
    4.5202155 ]
 ...
 [ -2.2287319    7.661517    -6.9930086  ...   7.13636      4.3814497
   -1.1751783 ]
 [  4.3010125   -4.665305     4.1865172  ...  -3.217164     1.1727148
    0.89235866]
 [  1.12251      0.17975548   2.7217603  ...  -6.099543    -1.3985456
    1.5791214 ]]",233.05397,87930.78031127929,155.49938374061514,17.56946533595322,0.0019447769629278916
9,25,2,0.1,57070.21393502304,87548.81660278322,154.93420757341667,17.582119915541547,0.0019517590500878236,410961,1.0383677507719156,3.6584832523787645,0.12268878634315437,"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.0,87548.81660278322,154.93420757341667,17.582119915541547,0.0019517590500878236
